
	2816	   6
6.145748e-03	7.997364e-03	1.573957e-01	9.153872e-03	9.051198e-02	4.710462e-02	
6.462251e-03	8.003577e-03	1.592200e-01	9.671428e-03	9.118752e-02	4.740455e-02	
3.025029e-03	9.527861e-03	1.623859e-01	1.197080e-02	9.405463e-02	5.037513e-02	
1.175530e-02	5.056979e-03	1.734415e-01	6.875678e-03	9.445863e-02	4.727062e-02	
2.674307e-02	4.180221e-03	1.988647e-01	2.236477e-02	1.410457e-01	5.982239e-02	
5.653789e-02	3.425317e-02	2.158874e-01	6.284847e-02	1.252585e-01	8.530058e-02	
4.614392e-02	1.376784e-01	1.995147e-01	7.628627e-02	1.518656e-01	1.137774e-01	
2.858092e-03	1.013394e-01	3.178459e-01	4.964704e-02	1.000432e-01	1.717458e-01	
6.482487e-02	5.844324e-02	4.545812e-01	8.205344e-02	3.496657e-01	1.390745e-01	
4.242370e-02	1.593474e-01	8.023727e-01	9.828285e-03	2.023529e-01	9.084691e-02	
6.225066e-02	1.562897e-01	7.155486e-01	8.503402e-02	4.808480e-02	1.233584e-01	
1.229371e-01	9.629063e-02	3.912416e-01	7.715239e-02	1.197876e-01	5.315806e-01	
1.419097e-01	1.216524e-01	3.469273e-01	1.997305e-01	2.074090e-01	8.788533e-02	
1.264303e-01	5.454918e-02	1.991994e-01	1.996157e-01	1.457442e-01	2.742375e-01	
1.026116e-01	1.272046e-01	4.725317e-01	3.220923e-02	1.571650e-01	4.836807e-01	
1.550038e-01	6.315184e-02	1.672642e-01	8.653978e-02	1.928906e-01	5.165419e-01	
1.086452e-01	9.413217e-02	2.141996e-01	2.628501e-02	1.592792e-01	1.714751e-01	
3.712975e-02	1.456847e-01	1.065360e-01	1.651509e-01	1.625734e-01	1.821820e-01	
1.189851e-01	7.371253e-02	1.380301e-01	6.266280e-02	1.707425e-01	1.076599e-02	
3.458566e-02	5.095397e-02	3.299105e-01	1.380250e-02	5.754105e-02	1.591583e-01	
1.870584e-01	5.064081e-02	8.381981e-02	1.832037e-01	7.576364e-02	6.185065e-02	
8.173553e-02	1.981811e-02	1.154647e-02	1.185053e-01	6.424567e-02	8.997796e-02	
