
	2816	   8
0.000000e+00	3.141593e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
3.124303e-02	3.175422e+00	2.275538e-01	-1.636636e-01	8.381028e-02	-4.149407e-03	-1.504058e-01	-1.081195e-01	
1.699543e-01	3.215519e+00	5.133982e-01	-5.593833e-01	2.003253e-01	-7.596983e-02	-4.019003e-02	-2.148308e-01	
5.435377e-01	3.169296e+00	4.861825e-01	-1.537488e+00	1.071166e-01	-2.109669e-01	-1.149428e+00	-2.103886e-01	
-4.719995e-01	3.154279e+00	1.199315e+00	7.033847e-01	-7.553937e-01	1.127806e+00	-1.097464e+00	-4.494507e-01	
-6.727488e-01	3.139593e+00	-3.392312e-01	-2.705303e-01	1.768555e-01	-2.651925e-01	1.275290e-01	-6.381972e-01	
-1.009457e+00	3.356999e+00	3.002758e-02	-2.199871e+00	1.295410e-01	2.459506e+00	-1.925408e+00	-7.796721e-01	
-2.008306e+00	3.058067e+00	4.643211e-01	-4.408030e+00	4.304803e-01	2.347369e+00	-3.782037e+00	1.817513e+00	
-1.848193e+00	3.075272e+00	7.737036e-01	-5.567835e+00	-6.579190e-01	-2.223665e-01	-1.799506e+00	9.390450e-02	
6.558313e-01	2.596102e+00	-2.260364e+00	-4.319838e+00	-1.029593e+00	-6.426423e-02	-4.959682e-01	-1.993295e+00	
-4.668039e-01	1.673248e+00	-2.669326e+00	-4.313679e+00	-2.740683e-01	-2.954929e-01	-1.701610e+00	-1.180409e+00	
2.376577e+00	-1.746274e+00	-2.332772e+00	-2.397458e+00	6.839417e-01	-2.637452e-02	-1.067069e+00	1.899846e+00	
4.570870e-02	-1.350575e+00	-1.666666e+00	-4.162307e+00	-2.418107e+00	2.376949e+00	-2.258717e-01	1.643107e+00	
4.423582e-01	-1.283134e+00	1.219130e+00	-3.886929e+00	-1.775809e+00	3.218854e+00	2.864207e+00	-3.746674e-01	
-1.820184e+00	-1.420647e+00	-1.469900e+00	-6.989738e+00	-2.067589e+00	6.547768e+00	3.557468e+00	1.484285e+00	
3.641121e-01	-2.173673e+00	-1.778661e+00	-7.731973e+00	-4.743317e+00	6.860786e+00	5.678842e+00	3.565440e+00	
2.378751e-01	5.847871e-01	-2.019952e+00	-9.639909e+00	-3.005513e+00	8.836856e+00	8.264180e+00	2.538973e+00	
-2.088829e+00	1.457226e+00	-1.771242e+00	-6.965262e+00	-1.915594e+00	9.627761e+00	9.105880e+00	8.664269e-01	
-8.271117e-01	1.800664e+00	1.304448e+00	-3.625066e+00	-1.981231e+00	9.687955e+00	1.117950e+01	-2.481675e+00	
2.165890e+00	1.817012e+00	1.039405e+00	-2.988551e+00	8.134185e-01	1.081456e+01	1.208565e+01	-3.993747e+00	
3.133793e+00	1.392292e+00	8.614525e-01	-1.786241e+00	3.423922e+00	1.102170e+01	1.252903e+01	-4.729615e+00	
4.282118e+00	1.513185e+00	1.050016e+00	-1.198093e+00	2.015068e+00	1.051887e+01	1.279166e+01	-7.547903e+00	
5.028323e+00	9.005445e-01	2.974174e+00	-6.571125e-01	2.657518e+00	1.010583e+01	1.399247e+01	-9.804237e+00	
7.879909e+00	1.254525e+00	2.892441e+00	-1.883402e+00	5.195326e+00	1.078518e+01	1.457421e+01	-7.677097e+00	
1.020325e+01	3.800088e-01	2.847676e+00	-1.683541e-01	8.458421e+00	1.058029e+01	1.239659e+01	-4.632098e+00	
1.209585e+01	-1.839099e+00	3.082107e+00	9.200446e-01	8.771183e+00	1.018719e+01	1.393074e+01	-7.266129e+00	
1.352920e+01	1.486080e+00	5.038878e+00	1.175179e+00	9.743444e+00	1.021104e+01	1.287999e+01	-9.373742e+00	
1.502103e+01	1.674110e+00	5.350250e+00	3.496588e+00	8.501124e+00	1.160294e+01	1.138909e+01	-6.235713e+00	
1.703540e+01	2.147994e+00	5.188448e+00	3.787129e+00	9.579463e+00	1.239733e+01	1.006011e+01	-6.042626e+00	
1.945626e+01	2.853890e+00	7.042618e+00	1.323537e+00	1.173111e+01	1.274995e+01	1.110070e+01	-5.698220e+00	
1.627728e+01	1.598868e+00	7.226129e+00	2.101542e+00	1.449105e+01	1.311122e+01	1.266721e+01	-6.373238e+00	
1.353006e+01	4.115655e+00	9.972976e+00	1.206728e+00	1.507707e+01	1.345582e+01	1.196491e+01	-8.680117e+00	
1.016784e+01	7.418986e+00	9.898431e+00	3.451592e-01	1.376502e+01	1.358354e+01	1.430965e+01	-7.891946e+00	
1.315501e+01	7.888327e+00	1.101121e+01	2.957250e+00	1.324367e+01	1.366670e+01	1.228953e+01	-4.547817e+00	
1.582574e+01	7.539294e+00	1.227633e+01	2.973281e-01	1.259436e+01	1.379608e+01	1.500333e+01	-3.042509e+00	
1.852830e+01	7.055378e+00	1.505684e+01	-2.941726e+00	1.248754e+01	1.446817e+01	1.234961e+01	-1.122355e+00	
1.576089e+01	4.532128e+00	1.579338e+01	-5.458973e+00	1.317485e+01	1.417489e+01	1.276880e+01	-6.490707e-01	
1.634158e+01	6.621158e+00	1.553885e+01	-8.837512e+00	1.012387e+01	1.554194e+01	1.023282e+01	-9.718393e-01	
1.947401e+01	7.207439e+00	1.657892e+01	-1.032247e+01	8.519247e+00	1.775389e+01	1.353807e+01	2.504352e+00	
1.818187e+01	6.864932e+00	1.775880e+01	-8.036952e+00	1.020815e+01	1.824712e+01	1.043242e+01	4.156428e+00	
1.664869e+01	7.435218e+00	2.038850e+01	-6.776342e+00	7.695988e+00	2.018519e+01	9.477110e+00	2.840740e+00	
1.597052e+01	8.341872e+00	1.993555e+01	-3.781969e+00	5.395104e+00	1.987494e+01	8.887506e+00	2.586565e+00	
1.412296e+01	9.768103e+00	1.987892e+01	-4.052853e+00	6.646766e+00	2.174264e+01	7.815039e+00	3.291369e+00	
1.262125e+01	1.183616e+01	2.047844e+01	-6.055648e+00	5.433249e+00	2.082602e+01	8.619403e+00	3.640981e+00	
1.012171e+01	1.152113e+01	1.803177e+01	-6.677670e+00	5.704943e+00	2.126331e+01	9.868776e+00	1.399913e+00	
8.695278e+00	9.108107e+00	1.939588e+01	-4.126236e+00	3.720973e+00	2.250545e+01	8.950523e+00	2.077591e+00	
9.719625e+00	7.572914e+00	1.944327e+01	-6.026117e+00	3.505611e+00	2.554588e+01	7.074025e+00	-8.905517e-01	
1.306439e+01	9.104675e+00	2.005567e+01	-9.256951e+00	4.734845e+00	2.222049e+01	9.489739e+00	2.003511e+00	
1.115757e+01	9.689493e+00	2.161029e+01	-7.603740e+00	3.926318e+00	1.983583e+01	1.073768e+01	2.774945e+00	
1.001793e+01	8.765468e+00	2.073864e+01	-6.774169e+00	4.697517e+00	1.999056e+01	9.371445e+00	2.711441e+00	
1.079353e+01	6.608158e+00	2.028503e+01	-3.307808e+00	5.562593e+00	1.986009e+01	1.036215e+01	4.946334e+00	
1.221185e+01	3.980030e+00	2.015910e+01	-1.008341e+00	4.252666e+00	2.017735e+01	7.742085e+00	3.931498e+00	
1.122365e+01	5.944701e+00	2.042053e+01	-7.655452e-01	2.617708e+00	1.810488e+01	7.003766e+00	1.953626e+00	
1.081490e+01	5.853256e+00	1.845707e+01	-7.523646e-01	4.597531e+00	1.886508e+01	8.754924e+00	1.544537e+00	
8.227905e+00	4.851656e+00	2.163560e+01	5.999826e-02	7.032417e+00	2.047479e+01	1.013191e+01	9.857065e-01	
6.387726e+00	4.317044e+00	2.180449e+01	2.808551e+00	3.591845e+00	2.178891e+01	8.215998e+00	-2.262988e+00	
8.099480e+00	2.566117e+00	2.124824e+01	1.032334e+00	5.741922e+00	1.984322e+01	6.995864e+00	-4.992101e+00	
5.048172e+00	4.410935e+00	1.997597e+01	-1.743346e+00	8.924306e+00	2.090319e+01	8.787329e+00	-3.710687e+00	
4.375181e+00	5.207597e+00	2.101863e+01	-1.410660e+00	8.350453e+00	2.154445e+01	7.075851e+00	-4.025352e+00	
4.618292e+00	3.356868e+00	2.088434e+01	-1.515089e+00	1.086629e+01	2.120655e+01	8.617012e+00	-7.207916e+00	
7.777452e+00	2.087290e+00	2.182756e+01	-1.450388e+00	1.416105e+01	2.099700e+01	6.485811e+00	-9.854261e+00	
8.986814e+00	2.388810e-01	2.001511e+01	7.837169e-02	1.260336e+01	2.197534e+01	6.504560e+00	-1.094099e+01	
6.048538e+00	2.466842e+00	2.083198e+01	-1.595064e+00	1.038606e+01	2.325146e+01	4.574193e+00	-9.926494e+00	
4.421815e+00	7.042737e-01	2.075851e+01	-3.408391e+00	1.036411e+01	2.310632e+01	2.602015e+00	-8.833249e+00	
7.445112e+00	1.945195e+00	2.080597e+01	-7.996829e-01	1.189328e+01	2.119110e+01	1.183879e+00	-1.130974e+01	
8.251128e+00	2.867774e+00	2.082195e+01	2.644471e+00	1.239777e+01	2.117244e+01	4.070708e-01	-1.243344e+01	
1.067829e+01	1.188789e+00	2.250709e+01	1.297545e+00	1.296664e+01	1.890016e+01	4.730445e-01	-1.072157e+01	
1.239388e+01	2.204410e+00	2.079199e+01	1.726053e+00	1.383253e+01	1.571088e+01	-1.652706e+00	-1.143699e+01	
1.323341e+01	2.651190e+00	2.080432e+01	2.983610e+00	1.619975e+01	1.509101e+01	-2.872372e+00	-1.303874e+01	
1.234286e+01	3.694168e+00	2.033403e+01	5.139522e-01	1.837708e+01	1.345644e+01	-5.300960e+00	-1.096021e+01	
1.140200e+01	5.704667e+00	1.995888e+01	-1.130572e+00	1.703672e+01	1.442667e+01	-6.587922e+00	-1.289575e+01	
1.033667e+01	2.982304e+00	1.770252e+01	5.563695e-01	1.654557e+01	1.696258e+01	-6.800655e+00	-1.240025e+01	
9.163963e+00	5.347122e+00	1.543862e+01	-2.877165e+00	1.597682e+01	1.751454e+01	-4.050305e+00	-1.026401e+01	
1.082319e+01	7.803583e+00	1.487616e+01	-5.049174e+00	1.712119e+01	1.490544e+01	-5.678772e+00	-1.208692e+01	
1.357930e+01	8.094657e+00	1.511711e+01	-3.845413e+00	1.616439e+01	1.446328e+01	-8.891289e+00	-1.517834e+01	
1.206092e+01	7.225032e+00	1.450422e+01	-1.343831e+00	1.819897e+01	1.459971e+01	-8.453384e+00	-1.295399e+01	
1.400447e+01	9.496819e+00	1.417439e+01	9.402950e-02	2.088741e+01	1.562776e+01	-1.000637e+01	-1.037690e+01	
1.163333e+01	9.490370e+00	1.601551e+01	-4.164670e-01	1.776240e+01	1.520791e+01	-8.451450e+00	-1.079583e+01	
1.224602e+01	8.226493e+00	1.821704e+01	2.279475e+00	1.801579e+01	1.479179e+01	-1.001776e+01	-9.474191e+00	
1.541163e+01	8.264074e+00	2.098190e+01	1.034933e+00	1.579423e+01	1.549070e+01	-8.128650e+00	-8.926140e+00	
1.404139e+01	7.592501e+00	2.077229e+01	2.230071e+00	1.548697e+01	1.404830e+01	-9.767026e+00	-7.970089e+00	
1.174591e+01	7.909580e+00	2.090285e+01	1.074106e+00	1.602446e+01	1.511271e+01	-9.773665e+00	-6.179658e+00	
9.062757e+00	8.119243e+00	2.199704e+01	3.717647e+00	1.541556e+01	1.627331e+01	-1.004256e+01	-4.182068e+00	
9.141787e+00	9.301575e+00	2.470107e+01	2.920878e+00	1.222100e+01	1.502588e+01	-9.153373e+00	-5.183594e+00	
1.173083e+01	9.317153e+00	2.759454e+01	1.854752e+00	9.969278e+00	1.544906e+01	-1.024484e+01	-7.160806e+00	
1.319114e+01	9.124617e+00	2.768047e+01	1.140736e+00	1.318670e+01	1.431091e+01	-8.374153e+00	-8.201592e+00	
1.061598e+01	8.489528e+00	2.727338e+01	2.536418e+00	1.531075e+01	1.616218e+01	-1.023426e+01	-1.082886e+01	
1.322924e+01	1.059383e+01	2.793704e+01	2.909776e+00	1.315312e+01	1.701913e+01	-1.082929e+01	-1.269800e+01	
1.172457e+01	8.834306e+00	2.782175e+01	5.357061e+00	1.029673e+01	1.449267e+01	-1.020382e+01	-1.122903e+01	
9.014735e+00	9.570298e+00	2.841440e+01	7.747119e+00	1.315586e+01	1.601840e+01	-1.148800e+01	-9.256566e+00	
9.681907e+00	8.693016e+00	2.728341e+01	4.263123e+00	1.224770e+01	1.616586e+01	-9.300696e+00	-1.096439e+01	
8.454212e+00	8.342473e+00	2.676297e+01	7.443295e+00	1.332341e+01	1.477944e+01	-9.854846e+00	-1.366379e+01	
7.189230e+00	6.362321e+00	2.803359e+01	8.246046e+00	1.395067e+01	1.525283e+01	-1.124125e+01	-1.463581e+01	
8.947476e+00	9.333156e+00	2.793943e+01	7.717017e+00	1.160843e+01	1.623582e+01	-8.768410e+00	-1.534928e+01	
6.838762e+00	9.672722e+00	2.799357e+01	1.034947e+01	1.110885e+01	1.495152e+01	-9.670944e+00	-1.232373e+01	
4.219274e+00	9.208076e+00	2.811119e+01	9.156007e+00	1.281827e+01	1.578742e+01	-1.002668e+01	-1.098691e+01	
7.308820e+00	8.372202e+00	3.022279e+01	5.674095e+00	1.175367e+01	1.621893e+01	-1.090362e+01	-1.360774e+01	
8.520117e+00	9.903076e+00	2.780606e+01	5.156176e+00	9.115346e+00	1.770452e+01	-1.213663e+01	-1.440738e+01	
6.843321e+00	8.005852e+00	2.794522e+01	5.437988e+00	1.055732e+01	1.622741e+01	-1.066197e+01	-1.610068e+01	
4.691478e+00	8.705891e+00	2.761242e+01	3.230663e+00	1.036894e+01	1.731479e+01	-9.122057e+00	-1.587806e+01	
5.694310e+00	9.160320e+00	2.678482e+01	2.647931e+00	1.040511e+01	1.894113e+01	-1.168750e+01	-1.565970e+01	
7.233389e+00	1.012689e+01	2.733307e+01	5.313483e+00	1.233892e+01	1.608689e+01	-1.333245e+01	-1.681983e+01	
4.402605e+00	8.684204e+00	2.788302e+01	8.395942e+00	1.236471e+01	1.425934e+01	-1.027476e+01	-1.539798e+01	
