
	2816	   7
0.000000e+00	3.141593e+00	3.141593e+00	3.141593e+00	0.000000e+00	3.141593e+00	0.000000e+00	
-1.730920e-01	3.056485e+00	3.064755e+00	3.080342e+00	1.837485e-02	3.170010e+00	5.706955e-02	
-3.431993e-01	2.973691e+00	2.987174e+00	3.031758e+00	4.215838e-02	3.188731e+00	1.136365e-01	
-3.265308e-01	2.864671e+00	2.979007e+00	2.964577e+00	8.124057e-02	3.180062e+00	1.961008e-01	
-7.779921e-01	2.718272e+00	2.804538e+00	2.723606e+00	1.580538e-01	3.159101e+00	5.346464e-01	
-1.628205e+00	2.828149e+00	2.606903e+00	2.436960e+00	5.266268e-01	2.826530e+00	4.534598e-01	
-1.656215e+00	2.470810e+00	2.229966e+00	1.628558e+00	-4.971902e-03	2.063996e+00	-2.847062e-02	
-8.055251e-01	3.037134e+00	2.669856e+00	5.715597e-01	-2.197880e+00	3.003367e+00	4.111456e-01	
7.253244e-01	-1.324509e-01	2.645460e+00	-2.883560e+00	-9.190405e-01	4.607650e+00	-3.069088e-01	
9.509753e-01	1.930350e+00	3.060404e-01	-3.429995e+00	-5.351547e-01	4.898828e+00	1.993269e-01	
3.433663e+00	1.764434e+00	-8.352446e-01	-2.541215e+00	-1.239165e+00	3.325439e+00	-1.844022e+00	
6.182379e+00	3.682850e-01	-7.260160e-01	-2.415630e+00	-2.312065e+00	3.918388e+00	1.155708e+00	
8.743874e+00	-3.057402e+00	-3.237625e-01	-3.885385e+00	2.863941e-01	5.200000e+00	3.575394e-01	
6.729297e+00	-4.359283e+00	1.326089e+00	-3.225163e+00	1.732824e-01	3.607592e+00	1.644507e-01	
5.990029e+00	-3.813031e+00	-1.653162e+00	-2.804474e+00	2.727183e+00	5.197213e+00	-2.995065e+00	
7.463404e+00	-2.187999e+00	-3.519064e+00	-7.091076e-02	4.024649e+00	3.173540e+00	-1.390721e+00	
5.488125e+00	-4.645573e-01	-1.478136e+00	-1.220049e-01	4.265559e+00	6.247918e+00	-1.820932e+00	
7.907031e+00	-1.313227e+00	-3.008086e+00	4.950649e-01	1.848674e+00	3.715058e+00	-7.988521e-01	
5.414830e+00	-1.626911e+00	-4.031522e+00	1.059147e+00	1.378771e+00	2.456242e+00	-1.622417e+00	
7.118205e+00	-1.704811e+00	-4.713537e+00	-1.234208e+00	-4.555420e-01	2.630395e-02	-2.839995e+00	
9.471736e+00	-4.731925e-01	-4.878361e+00	-4.287822e-01	5.888919e-01	1.822933e+00	-1.700137e+00	
7.455486e+00	-2.589583e-01	-3.594711e+00	3.289096e-01	-2.479682e+00	4.605713e-01	-1.264908e-01	
6.730890e+00	2.482284e-01	-3.788530e+00	-2.031730e+00	-3.255186e+00	3.209083e+00	-2.029598e+00	
6.450522e+00	-2.142460e+00	-5.873938e+00	-1.998458e+00	-1.570007e+00	1.070373e+00	-1.404593e-01	
8.314519e+00	-1.874589e+00	-4.515456e+00	-2.977299e+00	-2.723836e+00	1.021595e+00	-2.227342e+00	
8.565450e+00	-3.602893e+00	-4.482963e+00	-2.952120e+00	-4.004794e+00	1.469428e+00	-3.521362e+00	
7.729141e+00	-5.038183e+00	-4.587275e+00	-3.925241e+00	-3.162899e+00	-1.451231e-01	-6.282804e+00	
5.440993e+00	-7.413123e+00	-6.901034e+00	-2.923881e+00	-3.641527e+00	5.964031e-01	-9.344121e+00	
3.827998e+00	-8.352597e+00	-8.845106e+00	-1.044722e+00	-6.979087e+00	2.857705e+00	-7.843515e+00	
1.069246e+00	-9.453771e+00	-1.094460e+01	2.168637e+00	-6.473822e+00	2.722053e+00	-9.271431e+00	
3.624273e+00	-1.265966e+01	-1.263415e+01	1.043366e-01	-3.567954e+00	2.411379e+00	-1.141050e+01	
6.166944e+00	-1.301814e+01	-1.296477e+01	1.535225e-01	-1.023718e+00	4.307709e-01	-1.389959e+01	
5.935553e+00	-9.823963e+00	-1.481414e+01	-7.400243e-01	1.449070e+00	2.273838e-01	-1.114567e+01	
