
	3840	  27
4.477960e-02	8.473981e-01	1.058205e+00	6.511104e-01	4.218021e-01	9.807294e-01	3.921871e-01	5.123480e-01	9.999125e-01	4.079599e-01	1.034765e+00	1.012776e-01	1.049464e-01	2.995615e-02	3.436824e-01	1.846651e-01	9.091982e-01	1.047097e+00	3.411521e-01	9.312518e-01	1.184607e+00	2.799017e-01	2.573557e-01	7.814323e-01	8.819790e-01	7.897122e-01	3.795972e-02	
2.263487e-02	8.729800e-01	1.116238e+00	6.470450e-01	6.559747e-01	9.889255e-01	3.979442e-01	5.903612e-01	1.037427e+00	6.685789e-01	1.011874e+00	2.528371e-01	1.340256e-01	6.349821e-02	3.902707e-01	2.328592e-01	9.263868e-01	1.094002e+00	4.013151e-01	9.519458e-01	1.209950e+00	4.233944e-01	5.013695e-01	8.542051e-01	9.525949e-01	8.016940e-01	2.720916e-01	
1.403465e-01	9.029895e-01	1.207472e+00	9.467327e-01	9.894596e-01	1.045109e+00	5.806326e-01	6.477798e-01	1.145679e+00	9.845910e-01	1.093145e+00	3.450844e-01	2.897065e-01	3.288368e-01	5.092720e-01	4.045612e-01	1.103265e+00	1.183408e+00	7.399697e-01	1.073800e+00	1.277494e+00	7.110294e-01	8.585716e-01	9.862074e-01	1.018067e+00	9.751863e-01	5.076669e-01	
4.955480e-01	9.617824e-01	1.515355e+00	1.508918e+00	1.459473e+00	1.337138e+00	1.062381e+00	7.481142e-01	1.437065e+00	1.621941e+00	1.643722e+00	1.460910e+00	1.445450e+00	1.464491e+00	1.473482e+00	1.443271e+00	1.597864e+00	1.546287e+00	1.404300e+00	1.480933e+00	1.578904e+00	1.367296e+00	1.432412e+00	1.394755e+00	1.432872e+00	1.526029e+00	6.934137e-01	
5.919273e-01	1.339643e+00	1.601743e+00	1.749378e+00	1.801531e+00	1.926916e+00	2.013379e+00	2.045859e+00	1.960605e+00	1.498760e+00	1.062654e+00	8.008479e-01	3.965934e-01	1.814236e-01	2.140013e-01	4.793346e-01	3.642605e-01	1.274380e+00	1.398037e+00	1.315207e+00	1.179240e+00	1.447594e+00	1.410447e+00	1.314510e+00	1.278369e+00	1.547008e+00	1.668887e+00	
6.443705e-01	1.531623e+00	1.245530e+00	1.454519e+00	1.448062e+00	1.597101e+00	1.523620e+00	8.117046e-01	1.300845e+00	1.344804e+00	1.057013e+00	5.768883e-01	5.930063e-01	5.178396e-01	4.191728e-01	9.799806e-01	1.219106e+00	9.109498e-01	1.153497e+00	1.036110e+00	8.833542e-01	1.341306e+00	8.534117e-01	8.116955e-01	9.444840e-01	1.851736e+00	1.366650e+00	
7.212408e-01	1.311059e+00	1.293472e+00	1.470370e+00	1.569245e+00	1.621867e+00	1.631530e+00	3.635167e-01	1.086234e+00	1.427867e+00	1.935422e+00	1.849536e+00	1.869605e+00	1.819404e+00	1.854287e+00	2.060988e+00	1.693913e+00	1.052757e+00	1.407466e+00	1.226142e+00	1.159735e+00	1.128544e+00	1.023135e+00	9.921093e-01	1.066668e+00	2.011607e+00	7.441701e-01	
6.200281e-01	8.874977e-01	2.125480e+00	2.248619e+00	2.154423e+00	2.076071e+00	1.889575e+00	1.047869e+00	1.104564e+00	1.815692e+00	1.129041e+00	1.103195e+00	8.879399e-01	1.022321e+00	1.089926e+00	1.277604e+00	1.957534e+00	2.065671e+00	2.026469e+00	2.049244e+00	2.049563e+00	2.051911e+00	2.096550e+00	2.084662e+00	2.071136e+00	2.170780e+00	1.387716e+00	
5.441643e-01	1.199213e+00	1.450843e+00	1.114769e+00	1.933300e+00	2.049478e+00	2.249797e+00	2.192831e+00	1.010271e+00	1.135028e+00	5.856146e-01	8.887205e-01	9.142609e-01	6.931567e-01	6.275054e-01	9.295644e-01	1.429921e+00	6.419546e-01	1.207736e+00	1.296250e+00	9.183799e-01	5.010259e-01	1.120854e+00	9.200623e-01	1.100851e+00	1.932736e+00	1.022352e+00	
8.424124e-01	1.614718e+00	1.269782e+00	9.334044e-01	1.508444e+00	1.649758e+00	1.567406e+00	8.235892e-01	7.727168e-01	1.070015e+00	1.501407e+00	1.562369e+00	1.671020e+00	1.660844e+00	1.664400e+00	1.738561e+00	1.015435e+00	7.675773e-01	6.538803e-01	1.269797e+00	1.049057e+00	1.151764e+00	1.096953e+00	4.918521e-01	9.021143e-01	1.717892e+00	9.184542e-01	
