
	3840	   5
3.931726e-03	9.160814e-02	4.792434e-02	4.946456e-02	9.367471e-02	
3.969229e-03	9.140768e-02	4.816857e-02	4.925725e-02	9.358689e-02	
4.189867e-03	9.151030e-02	4.828115e-02	4.926430e-02	9.392624e-02	
4.075666e-03	9.190618e-02	4.863274e-02	4.942604e-02	9.401017e-02	
4.338277e-03	9.220873e-02	4.924580e-02	4.967250e-02	9.446043e-02	
4.687247e-03	9.246832e-02	4.938284e-02	4.982588e-02	9.498264e-02	
4.891766e-03	9.314312e-02	5.009338e-02	4.998408e-02	9.580780e-02	
5.123401e-03	9.419654e-02	5.075383e-02	5.033685e-02	9.652212e-02	
4.694827e-03	9.422199e-02	5.269672e-02	5.014989e-02	9.732023e-02	
4.743056e-03	9.592103e-02	5.317109e-02	5.034963e-02	9.755844e-02	
5.964148e-03	9.565802e-02	5.559904e-02	4.805506e-02	1.004572e-01	
9.056947e-03	1.022824e-01	6.251156e-02	5.319966e-02	1.045585e-01	
3.785711e-03	8.784047e-02	5.521681e-02	5.016155e-02	9.504813e-02	
1.278536e-02	9.953242e-02	4.912263e-02	6.116270e-02	9.979368e-02	
1.094566e-02	9.445562e-02	5.471158e-02	4.980079e-02	1.053398e-01	
1.298585e-02	9.819155e-02	5.365943e-02	4.499124e-02	1.037704e-01	
3.092064e-02	1.160749e-01	6.983406e-02	6.728063e-02	1.324609e-01	
1.482830e-02	1.083249e-01	4.572635e-02	3.146632e-02	1.171677e-01	
7.734584e-02	1.120245e-01	2.567382e-02	6.128692e-02	1.095992e-01	
4.319452e-02	1.357126e-01	1.128468e-01	9.211121e-02	1.127877e-01	
3.092916e-02	1.020362e-01	1.382254e-01	1.089560e-01	1.341090e-01	
9.126069e-02	1.101915e-01	1.635817e-01	1.388361e-01	1.665425e-01	
1.558626e-01	1.466793e-01	1.843042e-01	1.508096e-01	1.335885e-01	
8.875754e-02	1.502674e-01	1.774642e-01	1.803213e-01	2.009875e-01	
1.928995e-01	2.654393e-01	9.444311e-02	1.075121e-01	3.034389e-01	
3.382824e-02	1.905503e-01	1.276446e-01	1.190996e-01	3.525112e-01	
1.427148e-01	1.755153e-01	9.423664e-02	1.247488e-01	2.985827e-01	
1.079221e-01	1.005450e-01	1.453596e-01	1.324928e-01	1.429906e-01	
1.776150e-01	1.527553e-01	1.174045e-01	1.126825e-01	1.624865e-01	
2.862035e-01	2.650274e-01	1.927635e-01	1.672568e-01	2.231212e-01	
3.334804e-01	3.263985e-01	2.694546e-01	3.315338e-01	2.183977e-01	
2.984563e-01	2.757956e-01	2.261085e-01	2.679933e-01	2.505824e-01	
3.988962e-01	1.895632e-01	4.483223e-02	2.734603e-01	3.432676e-01	
2.860049e-01	2.273150e-01	9.279809e-02	3.583222e-01	1.637656e-01	
4.984529e-01	3.418944e-01	2.600589e-01	3.619956e-01	5.034438e-01	
5.220456e-01	3.126821e-01	3.966516e-01	3.993477e-01	3.047875e-01	
4.240656e-01	3.192691e-02	3.623764e-01	1.940348e-01	3.598273e-01	
1.515314e-01	8.406670e-02	1.757246e-01	3.179234e-01	2.971927e-01	
3.174445e-01	3.651436e-01	1.782389e-01	3.904612e-01	4.673778e-01	
3.076581e-01	2.443457e-01	1.826687e-01	4.524597e-01	2.220094e-01	
2.431789e-01	2.972022e-01	3.511536e-01	5.745419e-01	5.099992e-01	
3.896598e-01	2.278296e-01	3.635686e-01	6.534065e-01	4.608824e-01	
2.393525e-01	1.443515e-01	5.199998e-01	6.118850e-01	1.966895e-01	
3.205154e-01	3.675470e-01	4.119766e-01	6.517172e-01	5.724226e-01	
4.143440e-01	3.491080e-01	4.996492e-01	5.477303e-01	7.257305e-01	
1.603157e-01	3.527273e-01	5.369859e-01	4.169315e-01	9.250963e-01	
4.773042e-01	3.278593e-01	3.689405e-01	5.333364e-01	9.513615e-01	
5.279227e-02	2.621624e-01	3.629263e-01	3.640181e-01	1.261542e+00	
1.795946e-01	4.833600e-01	3.896210e-01	4.930778e-01	1.396140e+00	
5.924995e-01	5.178531e-01	7.527419e-02	3.529598e-01	1.194168e+00	
2.677990e-01	6.484951e-01	3.478020e-01	5.198512e-01	7.862816e-01	
3.320859e-01	7.760022e-01	2.245768e-01	4.073400e-01	6.310622e-01	
1.800880e-01	8.496060e-01	3.537890e-01	2.651728e-01	2.245274e-01	
4.705961e-01	9.294604e-01	3.341245e-01	4.057621e-01	3.208935e-01	
2.956128e-01	6.552393e-01	1.876777e-01	2.339064e-01	3.144004e-01	
1.580287e-01	6.420842e-01	3.248867e-01	2.736483e-01	4.779171e-01	
7.103128e-01	6.523180e-01	3.711974e-01	2.215268e-01	3.678258e-01	
7.972498e-01	3.938559e-01	4.323938e-01	4.045214e-01	5.941188e-01	
3.286990e-01	5.126106e-01	2.497458e-01	3.256982e-01	3.075441e-01	
6.409552e-01	3.095710e-01	5.878583e-01	1.307056e-01	2.441974e-01	
9.428562e-01	3.507613e-01	4.516833e-01	6.983780e-01	1.554573e-01	
6.236302e-01	2.281190e-01	2.301383e-01	6.109542e-01	5.446217e-01	
8.474740e-01	2.529809e-01	7.747222e-01	5.451377e-01	7.236638e-01	
7.652847e-01	4.718306e-01	5.668521e-01	2.599299e-01	4.135975e-01	
6.373757e-01	3.163994e-01	5.808613e-01	5.640326e-01	5.755788e-01	
6.843600e-01	3.976307e-01	5.153691e-01	7.481592e-01	3.501226e-01	
5.526799e-01	4.703568e-01	5.593957e-01	3.805719e-01	5.259795e-01	
9.218433e-01	5.403095e-01	4.726517e-01	3.490854e-01	5.171494e-01	
9.961435e-01	4.124255e-01	5.745944e-01	3.016487e-01	4.577813e-01	
7.905882e-01	4.174275e-01	6.289684e-01	4.489281e-01	5.810749e-01	
9.261151e-01	2.979328e-01	3.650070e-01	5.806668e-01	1.028036e+00	
9.736698e-01	2.259780e-01	1.929608e-01	4.384788e-01	9.594295e-01	
9.750411e-01	4.740551e-01	2.972811e-01	5.841052e-01	9.158588e-01	
1.032493e+00	6.867084e-01	3.568893e-01	3.396972e-01	6.691433e-01	
9.728510e-01	3.722329e-01	4.881864e-01	6.537834e-01	1.107716e+00	
9.795988e-01	5.238844e-01	4.712758e-01	4.509875e-01	1.191864e+00	
1.000971e+00	4.558691e-01	4.622437e-01	4.076037e-01	5.226418e-01	
9.613095e-01	4.193860e-01	3.064866e-01	5.919757e-01	9.923596e-01	
7.730147e-01	7.182364e-01	3.669092e-01	4.766333e-01	6.843230e-01	
6.683049e-01	4.806789e-01	1.289486e-01	2.584954e-01	5.250810e-01	
7.005251e-01	4.703057e-01	3.826967e-01	4.512296e-01	5.759351e-01	
5.184885e-01	4.587039e-01	2.739579e-01	3.334422e-01	6.036940e-01	
7.249051e-01	4.404200e-01	2.053060e-01	3.969493e-01	4.278722e-01	
2.970095e-01	5.760669e-01	3.168125e-01	2.016261e-01	4.389005e-01	
8.526809e-01	4.255469e-01	2.567054e-01	4.616112e-01	2.355179e-01	
6.122901e-01	3.933919e-01	6.428160e-01	2.112859e-02	4.850587e-01	
6.139332e-01	4.943508e-01	5.684170e-01	2.958015e-02	4.094596e-01	
5.155881e-01	2.158517e-01	4.607982e-01	1.961299e-01	5.635870e-01	
9.265183e-01	5.254267e-01	1.942260e-01	2.174762e-01	4.037038e-01	
8.554220e-01	6.909905e-01	6.255070e-01	1.872887e-01	2.734322e-01	
6.408457e-01	7.461183e-01	5.441436e-01	3.579610e-01	1.463891e-01	
6.062164e-01	6.803874e-01	3.368187e-01	4.195095e-01	5.378138e-02	
5.794194e-01	6.950871e-01	4.850264e-01	5.810769e-01	1.333764e-01	
7.370037e-01	3.157510e-01	1.254502e-01	4.425220e-01	8.400220e-02	
4.825019e-01	9.320703e-01	3.390213e-01	4.347886e-01	1.206136e-01	
3.678986e-01	8.697861e-01	2.071446e-01	6.011594e-01	1.018211e-01	
5.529972e-01	4.751939e-01	1.598712e-01	6.887886e-01	6.268911e-01	
5.409545e-01	4.973540e-01	4.264834e-01	2.721956e-01	3.305108e-01	
5.817289e-01	5.551040e-01	5.032368e-01	6.325427e-01	2.774392e-01	
4.471818e-01	3.818414e-01	5.257622e-01	3.853749e-01	5.946864e-01	
2.052595e-01	4.861630e-01	2.254026e-01	1.959497e-01	3.150114e-01	
7.330229e-01	4.139594e-01	3.316115e-01	5.002855e-01	5.150524e-01	
6.081768e-01	6.035463e-01	1.986782e-01	4.987242e-01	6.822417e-01	
7.302201e-01	4.888142e-01	3.120945e-01	4.103148e-01	1.158366e-01	
6.039942e-01	3.623292e-01	5.155740e-01	2.365487e-01	1.679004e-01	
3.338042e-01	3.805253e-01	4.822313e-01	2.721378e-01	1.592954e-02	
5.917081e-01	3.626158e-01	4.596472e-01	5.814470e-01	2.642943e-01	
2.636656e-01	1.429626e-01	3.904736e-01	5.023546e-01	3.174854e-01	
8.727656e-01	4.931742e-01	3.493495e-01	3.498412e-01	3.565238e-01	
4.343382e-01	3.339528e-01	3.743188e-01	5.060649e-01	3.922081e-01	
2.649869e-01	3.201126e-01	3.027842e-01	1.541881e-01	6.028192e-01	
3.658194e-01	4.458392e-01	3.905329e-01	4.432759e-01	3.765661e-01	
5.071849e-01	3.885493e-01	4.302485e-01	4.093862e-01	3.717090e-01	
6.786685e-01	7.417085e-01	4.335296e-01	6.600277e-01	3.010826e-01	
6.985183e-01	7.095164e-01	5.286910e-01	7.770182e-01	5.348994e-01	
5.414955e-01	5.040551e-01	3.853735e-01	5.562281e-01	4.131623e-01	
7.977907e-01	4.259664e-01	4.476081e-01	5.138287e-01	3.743107e-01	
5.412512e-01	5.885991e-01	2.557622e-01	2.644866e-01	3.700354e-01	
5.334927e-01	2.869473e-01	4.099083e-01	7.077601e-01	5.764085e-01	
7.225172e-01	5.677419e-01	2.536868e-01	3.723429e-01	1.863986e-01	
5.719331e-01	5.375607e-01	2.377827e-01	9.982030e-02	1.385093e-01	
7.659256e-01	7.824452e-01	1.758770e-01	4.299453e-01	1.888846e-01	
1.579280e-01	2.556527e-01	3.294569e-01	5.296623e-01	5.589678e-01	
7.280953e-01	6.677855e-01	2.346365e-01	2.928285e-01	4.580066e-01	
5.256990e-01	6.536636e-01	3.918311e-01	4.194789e-01	2.862958e-01	
5.141804e-01	7.307979e-01	2.411792e-01	4.423446e-01	3.721015e-01	
6.956924e-01	9.285078e-01	2.327071e-01	2.817084e-01	2.346425e-01	
5.317815e-01	8.848543e-01	2.596523e-01	5.432113e-02	1.594755e-01	
5.809914e-01	9.919902e-01	5.400138e-01	5.428438e-01	1.623707e-01	
5.379319e-01	7.454710e-01	3.355412e-01	3.572665e-01	1.525643e-01	
6.559860e-01	8.707203e-01	1.309434e-01	2.006794e-01	4.479339e-01	
5.256630e-01	7.054064e-01	3.772031e-01	3.348255e-01	3.181249e-01	
5.840944e-01	5.884385e-01	4.729699e-01	1.346876e-01	6.117165e-02	
5.019130e-01	3.708441e-01	6.231648e-01	4.090806e-01	3.461172e-01	
4.523885e-01	6.295540e-01	4.985693e-01	2.639543e-01	2.162278e-01	
4.056440e-01	2.756365e-01	2.303961e-01	2.819197e-01	4.205950e-01	
5.150976e-01	2.249993e-01	3.456879e-01	5.428572e-01	4.180369e-01	
1.754204e-01	2.164636e-01	4.769090e-01	2.711383e-01	3.540515e-01	
5.069959e-01	4.994931e-01	7.000276e-01	2.033658e-01	1.735424e-01	
5.038857e-01	3.469506e-01	6.942887e-01	1.777631e-01	2.355524e-01	
7.270056e-01	1.211552e-01	8.405869e-01	2.791925e-01	3.397513e-01	
4.098645e-01	4.594759e-01	4.345100e-01	2.427815e-01	1.997039e-01	
6.416700e-01	2.138472e-01	5.998818e-01	3.058457e-01	3.130545e-01	
1.658865e-01	5.258131e-01	3.874535e-01	5.744805e-02	2.595137e-01	
2.732753e-01	4.703676e-01	6.222011e-01	2.956166e-01	4.602142e-01	
4.878650e-01	3.315111e-01	4.642297e-01	4.487516e-01	2.954786e-01	
