
	2816	   6
9.278719e-02	7.266484e-02	2.234398e-02	3.815399e-02	2.547988e-02	9.399887e-04	
9.273575e-02	7.276254e-02	2.248282e-02	3.836214e-02	2.532924e-02	1.058626e-03	
9.288194e-02	7.284127e-02	2.258779e-02	3.849066e-02	2.513726e-02	1.176748e-03	
9.253319e-02	7.269016e-02	2.262239e-02	3.834168e-02	2.536407e-02	1.282455e-03	
9.269593e-02	7.261223e-02	2.264721e-02	3.853225e-02	2.554330e-02	1.546269e-03	
9.279239e-02	7.286995e-02	2.302366e-02	3.848339e-02	2.529806e-02	1.725466e-03	
9.293318e-02	7.306917e-02	2.279459e-02	3.876681e-02	2.538675e-02	1.953283e-03	
9.297699e-02	7.276863e-02	2.329263e-02	3.849365e-02	2.571020e-02	2.010520e-03	
9.301173e-02	7.300527e-02	2.328376e-02	3.881623e-02	2.547798e-02	2.651423e-03	
9.312141e-02	7.312051e-02	2.364579e-02	3.910215e-02	2.527634e-02	2.553071e-03	
9.314601e-02	7.318257e-02	2.355651e-02	3.939006e-02	2.555530e-02	3.034030e-03	
9.339479e-02	7.312905e-02	2.403616e-02	3.958682e-02	2.564354e-02	3.232176e-03	
9.354418e-02	7.339587e-02	2.431805e-02	4.002809e-02	2.553160e-02	3.547359e-03	
9.360652e-02	7.333032e-02	2.454637e-02	3.997752e-02	2.591435e-02	3.535620e-03	
9.354759e-02	7.370877e-02	2.489484e-02	4.036919e-02	2.572954e-02	3.914823e-03	
9.400603e-02	7.341132e-02	2.523858e-02	4.061263e-02	2.602178e-02	4.267644e-03	
9.400301e-02	7.363920e-02	2.582380e-02	4.076144e-02	2.597517e-02	4.472551e-03	
9.408439e-02	7.386404e-02	2.625004e-02	4.129298e-02	2.595391e-02	4.853025e-03	
9.402488e-02	7.391870e-02	2.640169e-02	4.139298e-02	2.636414e-02	4.708220e-03	
9.453067e-02	7.407357e-02	2.626894e-02	4.159043e-02	2.642245e-02	4.657695e-03	
9.418575e-02	7.380920e-02	2.701492e-02	4.189768e-02	2.628487e-02	4.616267e-03	
9.420563e-02	7.466806e-02	2.756664e-02	4.217542e-02	1.948181e-02	8.539593e-03	
9.605979e-02	7.271878e-02	2.595266e-02	4.829626e-02	2.779867e-02	6.798103e-03	
9.458055e-02	7.428914e-02	2.996680e-02	4.403000e-02	2.692212e-02	7.897060e-03	
9.493429e-02	7.438519e-02	3.004045e-02	4.506263e-02	2.896717e-02	6.301623e-03	
9.672276e-02	7.543163e-02	3.113590e-02	4.460777e-02	2.739441e-02	5.022737e-03	
9.644825e-02	7.421746e-02	3.353385e-02	4.571607e-02	3.262517e-02	1.744102e-03	
9.539847e-02	7.010925e-02	3.740252e-02	4.276247e-02	2.056166e-02	1.644673e-02	
1.031030e-01	8.127039e-02	2.752706e-02	4.833251e-02	2.743882e-02	9.579770e-03	
9.627455e-02	7.572626e-02	3.100174e-02	4.804363e-02	2.746981e-02	1.420977e-02	
9.909921e-02	7.699296e-02	3.699004e-02	4.788713e-02	2.732026e-02	1.202196e-02	
9.685255e-02	7.588586e-02	3.002761e-02	4.981320e-02	3.184021e-02	2.001431e-02	
9.770676e-02	8.069246e-02	3.514887e-02	3.985822e-02	2.950030e-02	7.834269e-03	
9.889925e-02	8.101144e-02	3.538382e-02	4.608012e-02	1.459506e-02	8.554628e-03	
1.003701e-01	7.684112e-02	3.458470e-02	5.183474e-02	2.432126e-02	1.770261e-02	
1.004665e-01	7.700698e-02	3.272802e-02	4.714009e-02	2.743053e-02	2.545444e-02	
1.026324e-01	7.646976e-02	3.536234e-02	5.039287e-02	3.646640e-02	2.265782e-02	
9.434709e-02	8.131849e-02	3.894107e-02	6.340116e-02	2.980551e-02	1.863174e-02	
9.329584e-02	8.940468e-02	4.496810e-02	5.878364e-02	2.105900e-02	3.563645e-03	
9.704694e-02	7.677683e-02	5.167242e-02	6.284229e-02	4.766929e-02	3.456002e-02	
9.576433e-02	7.162197e-02	4.500286e-02	6.759285e-02	7.166783e-02	5.109543e-02	
1.004196e-01	7.689935e-02	3.963431e-02	4.936327e-02	6.899249e-02	6.185580e-02	
8.687592e-02	7.059008e-02	5.575507e-02	5.968409e-02	1.330017e-01	7.327844e-02	
8.684795e-02	7.875905e-02	7.713639e-02	3.585844e-02	1.881303e-01	2.663182e-02	
1.430537e-01	2.550014e-02	1.514798e-01	9.857877e-02	3.486909e-02	6.457407e-02	
1.033355e-01	1.135720e-01	7.028661e-02	8.961132e-02	1.118101e-01	5.707917e-02	
7.256390e-02	7.931434e-02	6.228806e-02	1.108283e-01	3.259420e-02	9.362465e-02	
1.351803e-01	3.014629e-02	1.216800e-01	8.409253e-02	8.117855e-02	9.344498e-02	
7.824410e-02	7.132675e-02	6.391359e-02	7.448250e-02	7.914294e-02	4.821574e-02	
1.139775e-01	8.402504e-02	2.215634e-02	6.030698e-02	9.617467e-03	7.856689e-02	
1.337058e-01	8.764838e-02	6.996497e-02	5.788448e-02	1.201165e-01	9.841150e-02	
1.035650e-01	7.083789e-02	8.802773e-02	9.745704e-02	5.670748e-02	1.204865e-01	
1.325792e-01	8.617170e-02	6.438689e-02	7.772322e-02	5.813881e-02	2.869250e-01	
1.200336e-01	3.790346e-02	8.782066e-02	1.234858e-01	1.978686e-01	5.460506e-02	
7.861046e-02	8.864553e-02	8.661523e-02	1.313405e-01	1.054808e-01	3.858978e-01	
1.575880e-01	4.866071e-02	4.709159e-02	2.303664e-01	1.173450e-01	1.054752e-01	
1.289971e-01	1.064998e-01	1.885176e-01	2.043906e-01	6.547947e-02	1.242918e-01	
8.755806e-02	1.341418e-01	1.845323e-01	5.015359e-02	1.595545e-01	1.573783e-01	
1.312625e-01	8.566405e-02	1.402385e-01	2.391875e-01	1.541235e-01	4.039851e-02	
1.347371e-01	1.862818e-01	1.561503e-01	2.048265e-01	3.690905e-02	2.289170e-01	
1.066375e-01	1.557860e-01	1.362624e-01	1.589481e-01	1.069454e-01	3.707197e-02	
5.492936e-02	2.069135e-01	1.167317e-01	1.609937e-01	1.141798e-01	1.062710e-01	
1.711759e-01	1.185656e-01	1.374350e-01	2.020914e-01	1.570063e-01	2.187056e-01	
4.075958e-02	1.307293e-01	1.177735e-01	2.016494e-01	4.745102e-01	4.062382e-01	
1.733561e-01	2.120735e-01	1.594836e-01	3.439906e-01	5.959168e-01	1.856078e-01	
7.735308e-02	3.789697e-02	1.518307e-01	3.882860e-01	4.451569e-01	1.792677e-01	
3.954716e-01	3.047340e-01	3.796852e-01	6.075464e-01	3.046340e-01	1.547002e-01	
2.555595e-01	2.521525e-01	2.858356e-01	1.312097e-01	1.728653e-01	1.202928e-01	
2.144359e-01	5.699913e-02	2.514669e-01	6.706810e-02	2.411813e-01	3.155104e-01	
1.786805e-01	2.191688e-01	1.637862e-01	8.377987e-02	1.940109e-01	1.388556e-01	
