
	2816	   9
3.141593e+00	3.141593e+00	0.000000e+00	3.141593e+00	3.141593e+00	0.000000e+00	3.141593e+00	3.141593e+00	0.000000e+00	
3.129316e+00	3.126378e+00	5.997322e-01	3.370454e+00	3.301441e+00	-1.675538e-01	3.276472e+00	2.762904e+00	-1.379646e-01	
3.130125e+00	3.089863e+00	1.076720e+00	3.620520e+00	3.511745e+00	-3.005953e-01	3.405902e+00	2.520864e+00	-2.855148e-01	
3.041452e+00	2.856469e+00	1.729650e+00	3.792488e+00	3.859083e+00	-2.286280e-01	3.454041e+00	2.439166e+00	-5.859636e-01	
1.341618e-01	2.860069e+00	9.513827e-01	4.675393e+00	3.382120e+00	8.394838e-01	3.855266e+00	3.015816e+00	-4.398734e-01	
-2.930299e+00	4.638242e+00	-1.121388e+00	3.188231e+00	4.337530e+00	-9.526433e-01	4.135453e+00	2.878073e+00	-1.509212e+00	
-3.607762e+00	5.369153e+00	-9.514717e-01	3.132501e+00	4.053971e+00	-1.856436e+00	2.574972e+00	2.353256e+00	1.420981e+00	
-2.379262e+00	8.248324e+00	-2.776935e+00	3.881605e+00	2.666099e+00	-2.149744e+00	2.447136e+00	1.451421e+00	2.324490e+00	
-4.633468e+00	1.018796e+01	-4.529560e+00	6.478396e+00	4.239750e-01	-9.569131e-02	-8.361454e-01	3.551645e+00	-1.069939e+00	
-3.347280e+00	9.995839e+00	-5.462986e+00	3.369474e+00	7.252094e-01	2.373762e-01	-8.971323e-01	1.554487e+00	1.985802e+00	
-5.019252e+00	1.219919e+01	-3.840095e+00	4.596817e+00	-2.748898e+00	-1.106241e+00	1.525557e+00	2.605924e+00	4.249645e+00	
-3.904588e+00	1.508412e+01	-2.921991e+00	3.953628e+00	6.674912e-01	1.216612e+00	1.724533e+00	1.820926e+00	3.541303e+00	
-1.721389e+00	1.237271e+01	-2.346467e+00	1.191204e+00	-2.201428e+00	2.078180e+00	-1.207127e-01	2.308163e+00	7.836130e-01	
-3.960372e-01	1.389844e+01	-1.170357e+00	1.589427e+00	-2.190961e+00	3.635215e+00	1.236064e+00	6.918833e-02	3.152581e-01	
-1.616432e+00	1.141153e+01	-7.355050e-01	-5.948109e-02	-2.388673e+00	3.005217e+00	-2.896079e-01	-6.500900e-01	7.701728e-01	
-1.989747e+00	1.275269e+01	-1.035599e+00	-2.278217e+00	-1.033821e-01	-3.309374e-01	6.063628e-01	-4.429697e-01	-1.672087e-01	
-2.022144e+00	1.359482e+01	1.243541e+00	-1.490557e+00	-1.281367e+00	-1.382200e+00	1.131820e+00	-1.373541e+00	-1.693755e-01	
-2.512354e-01	1.553028e+01	-5.870490e-02	1.454504e+00	1.990272e+00	4.691178e-01	1.067722e+00	-6.960499e-01	2.415820e+00	
1.298297e+00	1.458539e+01	1.096259e+00	-1.467008e-01	2.621443e+00	1.981058e+00	-1.083635e+00	1.369315e+00	4.923565e+00	
-2.155245e-01	1.732009e+01	9.187083e-01	-4.163482e-02	2.050670e+00	2.974705e+00	-3.421110e+00	3.243246e+00	2.981801e+00	
-2.746371e+00	1.726940e+01	-2.449432e+00	2.668150e+00	2.176619e-01	4.023779e+00	-5.944552e+00	3.513801e+00	3.972358e+00	
-4.083663e+00	1.979098e+01	-3.222554e+00	7.636747e-02	-2.992480e+00	5.029565e+00	-8.749735e+00	3.877041e+00	7.026753e+00	
-2.068276e+00	1.713540e+01	-4.435475e+00	1.146976e+00	-3.476071e+00	5.580608e+00	-1.148656e+01	4.293192e+00	8.290402e+00	
-1.140170e+00	1.555634e+01	-5.393663e+00	-1.162782e+00	-3.019754e+00	8.945714e+00	-1.136300e+01	4.907966e+00	1.076762e+01	
3.794950e-01	1.312816e+01	-6.484467e+00	2.311656e+00	1.441366e-02	1.058657e+01	-1.211467e+01	4.372407e+00	8.995326e+00	
1.316256e+00	1.585351e+01	-5.984070e+00	1.118996e+00	1.724054e+00	1.258307e+01	-1.096470e+01	5.502136e+00	1.166702e+01	
6.276078e-01	1.642773e+01	-4.569413e+00	2.608331e+00	8.196250e-01	1.186520e+01	-1.122485e+01	5.713691e+00	8.995329e+00	
8.808101e-01	1.802034e+01	-4.819053e+00	2.143870e-01	-2.199324e+00	1.196913e+01	-1.339508e+01	7.569007e+00	1.067457e+01	
-6.893243e-01	1.666965e+01	-6.488528e+00	-1.611319e-01	-3.931011e+00	1.009848e+01	-1.190967e+01	4.593591e+00	9.590472e+00	
-2.991204e+00	1.870277e+01	-5.538399e+00	1.812335e-01	-5.172599e+00	1.042669e+01	-1.132436e+01	4.862321e+00	1.264936e+01	
-4.509687e+00	1.924106e+01	-5.531368e+00	2.813057e+00	-6.515868e+00	1.141374e+01	-1.246980e+01	4.316465e+00	1.168373e+01	
-2.294322e+00	1.742340e+01	-3.292446e+00	3.307963e+00	-6.041730e+00	1.349363e+01	-1.455452e+01	5.332982e+00	1.367053e+01	
3.113400e-01	1.680445e+01	-4.912069e+00	4.445824e+00	-8.542527e+00	1.241691e+01	-1.118930e+01	5.407261e+00	1.373218e+01	
-9.748179e-02	1.745690e+01	-8.394292e+00	4.361524e+00	-6.162467e+00	1.393516e+01	-8.553713e+00	3.945747e+00	1.379406e+01	
-3.381609e-01	1.581817e+01	-8.716230e+00	4.860538e+00	-5.443248e+00	1.466073e+01	-6.183730e+00	2.237857e+00	1.134521e+01	
-1.233432e+00	1.689438e+01	-9.938464e+00	4.165568e+00	-5.760173e+00	1.564311e+01	-3.432683e+00	3.334373e+00	1.088609e+01	
-1.625342e+00	1.861873e+01	-1.252235e+01	1.407906e+00	-6.524482e+00	1.683021e+01	-2.896026e+00	4.443007e+00	9.080263e+00	
-3.282800e+00	1.763492e+01	-1.390942e+01	1.233334e+00	-6.846508e+00	1.859567e+01	-2.571296e+00	3.724466e+00	9.047207e+00	
-4.807818e+00	1.609266e+01	-1.279977e+01	9.991346e-01	-4.174936e+00	1.783768e+01	-3.894871e+00	6.207320e+00	1.171232e+01	
-3.540121e+00	1.822214e+01	-1.353894e+01	2.647429e+00	-4.056201e+00	1.848939e+01	-5.069672e+00	6.394180e+00	1.065376e+01	
-1.191442e+00	2.035690e+01	-1.295158e+01	3.613288e-01	-6.270500e+00	1.865811e+01	-6.770726e+00	5.023247e+00	1.026533e+01	
1.139344e+00	2.218606e+01	-1.563335e+01	3.286899e-01	-6.399648e+00	1.892881e+01	-3.813149e+00	3.690213e+00	1.236134e+01	
3.901857e+00	2.339910e+01	-1.478773e+01	2.317800e+00	-6.913609e+00	1.961677e+01	-3.772115e+00	5.871093e+00	1.289772e+01	
3.984546e+00	2.180211e+01	-1.481521e+01	-6.730065e-01	-7.399314e+00	1.821806e+01	-5.716430e+00	6.931325e+00	1.477480e+01	
4.367642e+00	2.047652e+01	-1.137237e+01	-3.101452e+00	-4.836124e+00	1.616519e+01	-3.423072e+00	8.321679e+00	1.670882e+01	
7.674339e+00	2.005875e+01	-1.341700e+01	-3.114844e+00	-7.474591e+00	1.387404e+01	-4.043658e+00	9.642346e+00	1.407283e+01	
7.233098e+00	1.808178e+01	-1.514741e+01	-5.540177e+00	-4.349455e+00	1.335203e+01	-2.936088e+00	1.162257e+01	1.060239e+01	
6.305319e+00	1.723364e+01	-1.635570e+01	-6.794951e+00	-4.154830e+00	1.355582e+01	-2.820814e+00	1.196284e+01	1.308524e+01	
9.045104e+00	1.588979e+01	-1.511758e+01	-3.698628e+00	-5.750003e+00	1.388893e+01	3.082662e-01	1.314405e+01	1.449405e+01	
1.133149e+01	1.684742e+01	-1.644501e+01	-5.358373e+00	-7.449981e+00	1.507852e+01	2.900235e-01	1.523869e+01	1.723589e+01	
1.312149e+01	1.554170e+01	-1.655412e+01	-4.189466e+00	-4.343882e+00	1.606080e+01	-3.117293e+00	1.777020e+01	1.535366e+01	
