
	2816	   6
6.712473e-02	4.970104e-02	2.805937e-02	5.996886e-02	6.833808e-02	1.336556e-03	
6.698304e-02	4.915688e-02	2.805412e-02	5.997654e-02	6.820210e-02	1.211967e-03	
6.699480e-02	4.947263e-02	2.787970e-02	6.005133e-02	6.814455e-02	1.809881e-03	
6.700336e-02	4.947210e-02	2.808300e-02	6.013292e-02	6.836108e-02	1.617559e-03	
6.706625e-02	4.940646e-02	2.791856e-02	6.008261e-02	6.837453e-02	2.254366e-03	
6.688651e-02	4.954411e-02	2.846201e-02	6.026785e-02	6.841560e-02	2.323948e-03	
6.727310e-02	4.975493e-02	2.809254e-02	6.030994e-02	6.869673e-02	2.890783e-03	
6.702658e-02	4.965444e-02	2.849263e-02	6.075435e-02	6.850697e-02	3.280741e-03	
6.720921e-02	4.963748e-02	2.880771e-02	6.062597e-02	6.900891e-02	3.692267e-03	
6.731846e-02	4.958956e-02	2.884146e-02	6.074163e-02	6.868618e-02	4.464312e-03	
6.770053e-02	4.995498e-02	2.877626e-02	6.083351e-02	6.898581e-02	4.471099e-03	
6.725871e-02	5.020887e-02	2.887290e-02	6.137001e-02	6.944126e-02	4.890694e-03	
6.745072e-02	5.019991e-02	2.929415e-02	6.156317e-02	6.917248e-02	5.768480e-03	
6.751731e-02	5.018244e-02	2.940328e-02	6.155582e-02	6.964523e-02	6.052954e-03	
6.802185e-02	5.042888e-02	2.949075e-02	6.226164e-02	6.995831e-02	6.280412e-03	
6.766385e-02	5.013558e-02	3.009359e-02	6.212756e-02	7.019668e-02	6.827511e-03	
6.836734e-02	5.040494e-02	3.052822e-02	6.180098e-02	7.007287e-02	7.241012e-03	
6.812210e-02	4.891828e-02	2.906612e-02	6.181105e-02	7.165820e-02	1.036610e-02	
7.535147e-02	4.880810e-02	2.659732e-02	5.920240e-02	7.649364e-02	7.828709e-03	
6.539626e-02	5.476972e-02	3.452503e-02	6.616573e-02	7.553880e-02	6.375678e-03	
7.543434e-02	5.190777e-02	2.945549e-02	6.264405e-02	7.263027e-02	1.116469e-02	
7.344803e-02	5.819735e-02	3.610875e-02	6.146290e-02	6.710110e-02	1.500700e-02	
5.976561e-02	5.736071e-02	1.842792e-02	5.809671e-02	7.429572e-02	1.675651e-02	
6.710122e-02	5.292949e-02	2.902254e-02	5.795850e-02	7.116862e-02	1.153203e-02	
6.739572e-02	4.690000e-02	3.140825e-02	6.068678e-02	8.181895e-02	1.697791e-02	
5.133989e-02	4.176057e-02	3.841197e-02	6.452145e-02	7.604810e-02	1.478748e-02	
6.281207e-02	5.062445e-02	2.795383e-02	6.509288e-02	7.575371e-02	1.691761e-02	
1.348434e-01	5.291658e-02	1.053955e-01	4.903291e-02	1.265385e-01	2.988148e-02	
8.102291e-02	5.405018e-02	4.537348e-02	7.764359e-02	7.514509e-02	1.287705e-02	
8.078973e-02	4.019640e-02	2.512535e-02	7.785308e-02	7.341876e-02	8.285602e-03	
5.239173e-02	5.842650e-02	4.641325e-02	6.251826e-02	6.063901e-02	2.459915e-02	
8.138508e-02	5.596920e-02	6.703242e-02	7.324244e-02	7.698516e-02	4.501856e-02	
8.386170e-02	8.021564e-02	1.849870e-02	8.549311e-02	9.555564e-02	5.788245e-02	
6.663178e-02	5.023645e-02	4.222180e-02	8.978851e-02	1.015404e-01	2.106740e-02	
